0.0
120.0
Note,Start,End,Volume
57,18.254166666666666,18.5,6
57,18.504166666666666,18.75,12
57,18.754166666666666,19.0,18
57,19.004166666666666,19.25,25
57,19.254166666666666,19.5,31
57,19.504166666666666,19.75,37
57,19.754166666666666,20.0,43
57,20.004166666666666,20.25,50
57,20.254166666666666,20.5,56
57,20.504166666666666,20.75,62
57,20.754166666666666,21.0,68
57,21.004166666666666,21.25,75
57,21.254166666666666,21.5,81
57,21.504166666666666,21.75,87
57,21.754166666666666,22.0,93
57,22.004166666666666,22.25,100
57,22.254166666666666,22.5,100
57,22.504166666666666,22.75,100
57,22.754166666666666,23.0,100
57,23.004166666666666,23.25,100
57,23.254166666666666,23.5,100
57,23.504166666666666,23.75,100
57,23.754166666666666,24.0,100
57,24.004166666666666,24.25,100
57,24.254166666666666,24.5,100
57,24.504166666666666,24.75,100
45,24.754166666666666,25.0,100
50,25.004166666666666,25.25,100
45,25.254166666666666,25.5,100
49,25.504166666666666,25.75,100
48,25.754166666666666,26.0,100
45,26.004166666666666,26.25,100
45,26.254166666666666,26.5,100
45,26.504166666666666,26.75,100
45,26.754166666666666,27.0,100
45,27.004166666666666,27.25,100
45,27.254166666666666,27.5,100
45,27.504166666666666,27.75,100
45,27.754166666666666,28.0,100
45,28.004166666666666,28.25,100
45,28.254166666666666,28.5,100
45,28.504166666666666,28.75,100
45,28.754166666666666,29.0,100
45,29.004166666666666,29.25,100
45,29.254166666666666,29.5,100
45,29.504166666666666,29.75,100
45,29.754166666666666,30.0,100
45,30.004166666666666,30.25,100
45,30.254166666666666,30.5,100
45,30.504166666666666,30.75,100
45,30.754166666666666,31.0,100
45,31.004166666666666,31.25,100
45,31.254166666666666,31.5,100
45,31.504166666666666,31.75,100
45,31.754166666666666,32.0,100
45,32.00416666666666,32.25,100
45,32.25416666666666,32.5,100
45,32.50416666666666,32.75,100
45,32.75416666666666,33.0,100
45,33.00416666666666,33.25,100
45,33.25416666666666,33.5,100
45,33.50416666666666,33.75,100
45,33.75416666666666,34.0,100
45,34.00416666666666,34.25,100
45,34.25416666666666,34.5,100
45,34.50416666666666,34.75,100
45,34.75416666666666,35.0,100
45,35.00416666666666,35.25,100
45,35.25416666666666,35.5,100
45,35.50416666666666,35.75,100
45,35.75416666666666,36.0,100
45,36.00416666666666,36.25,100
45,36.25416666666666,36.5,100
45,36.50416666666666,36.75,100
45,36.75416666666666,37.0,100
45,37.00416666666666,37.25,100
45,37.25416666666666,37.5,100
45,37.50416666666666,37.75,100
45,37.75416666666666,38.0,100
45,38.00416666666666,38.25,100
45,38.25416666666666,38.5,100
45,38.50416666666666,38.75,100
45,38.75416666666666,39.0,100
45,39.00416666666666,39.25,100
45,39.25416666666666,39.5,100
45,39.50416666666666,39.75,100
45,39.75416666666666,40.0,100
45,40.00416666666666,40.25,100
45,40.25416666666666,40.5,100
45,40.50416666666666,40.75,100
45,40.75416666666666,41.0,100
50,41.00416666666666,41.25,100
49,41.25416666666666,41.5,100
45,41.50416666666666,41.75,100
45,41.75416666666666,42.0,100
45,42.00416666666666,42.25,100
45,42.25416666666666,42.5,100
45,42.50416666666666,42.75,100
45,42.75416666666666,43.0,100
45,43.00416666666666,43.25,100
45,43.25416666666666,43.5,100
45,43.50416666666666,43.75,100
45,43.75416666666666,44.0,100
45,44.00416666666666,44.25,100
45,44.25416666666666,44.5,100
45,44.50416666666666,44.75,100
45,44.75416666666666,45.0,100
45,45.00416666666666,45.25,100
45,45.25416666666666,45.5,100
45,45.50416666666666,45.75,100
45,45.75416666666666,46.0,100
45,46.00416666666666,46.25,100
45,46.25416666666666,46.5,100
45,46.50416666666666,46.75,100
45,46.75416666666666,47.0,100
45,47.00416666666666,47.25,100
45,47.25416666666666,47.5,100
45,47.50416666666666,47.75,100
45,47.75416666666666,48.0,100
45,48.00416666666666,48.25,100
45,48.25416666666666,48.5,100
45,48.50416666666666,48.75,100
45,48.75416666666666,49.0,100
45,49.00416666666666,49.25,100
45,49.25416666666666,49.5,100
45,49.50416666666666,49.75,100
45,49.75416666666666,50.0,100
45,50.00416666666666,50.25,100
45,50.25416666666666,50.5,100
45,50.50416666666666,50.75,100
45,50.75416666666666,51.0,100
45,51.00416666666666,51.25,100
45,51.25416666666666,51.5,100
45,51.50416666666666,51.75,100
45,51.75416666666666,52.0,100
45,52.00416666666666,52.25,100
45,52.25416666666666,52.5,100
45,52.50416666666666,52.75,100
45,52.75416666666666,53.0,100
45,53.00416666666666,53.25,100
45,53.25416666666666,53.5,100
45,53.50416666666666,53.75,100
45,53.75416666666666,54.0,100
45,54.00416666666666,54.25,100
45,54.25416666666666,54.5,100
45,54.50416666666666,54.75,100
45,54.75416666666666,55.0,100
45,55.00416666666666,55.25,100
45,55.25416666666666,55.5,100
45,55.50416666666666,55.75,100
45,55.75416666666666,56.0,100
45,56.00416666666666,56.25,100
45,56.25416666666666,56.5,100
45,56.50416666666666,56.75,100
45,56.75416666666666,57.0,100
45,57.00416666666666,57.25,100
45,57.25416666666666,57.5,100
45,57.50416666666666,57.75,100
45,57.75416666666666,58.0,100
48,58.00416666666666,58.25,100
48,58.25416666666666,58.5,100
48,58.50416666666666,58.75,100
48,58.75416666666666,59.0,100
48,59.00416666666666,59.25,100
48,59.25416666666666,59.5,100
48,59.50416666666666,59.75,100
48,59.75416666666666,60.0,100
48,60.00416666666666,60.25,100
48,60.25416666666666,60.5,100
48,60.50416666666666,60.75,100
48,60.75416666666666,61.0,100
48,61.00416666666666,61.25,100
48,61.25416666666666,61.5,100
48,61.50416666666666,61.75,100
43,61.75416666666666,62.0,100
48,62.00416666666666,62.25,100
48,62.25416666666666,62.5,100
48,62.50416666666666,62.75,100
48,62.75416666666666,63.0,100
48,63.00416666666666,63.25,100
48,63.25416666666666,63.5,100
48,63.50416666666666,63.75,100
48,63.75416666666666,64.0,100
48,64.00416666666666,64.25,100
48,64.25416666666666,64.5,100
48,64.50416666666666,64.75,100
48,64.75416666666666,65.0,100
48,65.00416666666666,65.25,100
43,65.25416666666666,65.5,100
46,65.50416666666666,65.75,100
48,65.75416666666666,66.0,100
50,66.00416666666666,66.25,100
50,66.25416666666666,66.5,100
50,66.50416666666666,66.75,100
50,66.75416666666666,67.0,100
50,67.00416666666666,67.25,100
50,67.25416666666666,67.5,100
50,67.50416666666666,67.75,100
50,67.75416666666666,68.0,100
50,68.00416666666666,68.25,100
50,68.25416666666666,68.5,100
50,68.50416666666666,68.75,100
50,68.75416666666666,69.0,100
50,69.00416666666666,69.25,100
50,69.25416666666666,69.5,100
50,69.50416666666666,69.75,100
52,69.75416666666666,70.0,100
52,70.00416666666666,70.20833333333333,100
55,70.25416666666666,70.5,100
55,70.50416666666666,70.75,100
52,70.75416666666666,70.95833333333333,100
55,71.00416666666666,71.25,100
55,71.25416666666666,71.5,100
52,71.50416666666666,71.70833333333333,100
55,71.75416666666666,72.0,100
55,72.00416666666666,72.25,100
52,72.25416666666666,72.45833333333333,100
55,72.50416666666666,72.75,100
55,72.75416666666666,73.0,100
52,73.00416666666666,73.20833333333333,100
55,73.25416666666666,73.5,100
55,73.50416666666666,73.75,100
52,73.75416666666666,74.0,100
45,74.00416666666666,74.25,100
45,74.25416666666666,74.5,100
45,74.50416666666666,74.75,100
45,74.75416666666666,75.0,100
45,75.00416666666666,75.25,100
45,75.25416666666666,75.5,100
45,75.50416666666666,75.75,100
45,75.75416666666666,76.0,100
43,76.00416666666666,76.25,100
43,76.25416666666666,76.5,100
43,76.50416666666666,76.75,100
43,76.75416666666666,77.0,100
43,77.00416666666666,77.25,100
43,77.25416666666666,77.5,100
43,77.50416666666666,77.75,100
43,77.75416666666666,78.0,100
50,78.00416666666666,78.25,100
50,78.25416666666666,78.5,100
50,78.50416666666666,78.75,100
50,78.75416666666666,79.0,100
50,79.00416666666666,79.25,100
50,79.25416666666666,79.5,100
50,79.50416666666666,79.75,100
50,79.75416666666666,80.0,100
50,80.00416666666666,80.25,100
50,80.25416666666666,80.5,100
50,80.50416666666666,80.75,100
50,80.75416666666666,81.0,100
50,81.00416666666666,81.25,100
45,81.25416666666666,81.5,100
50,81.50416666666666,81.75,100
45,81.75416666666666,82.0,100
45,82.00416666666666,82.25,100
45,82.25416666666666,82.5,100
45,82.50416666666666,82.75,100
45,82.75416666666666,83.0,100
45,83.00416666666666,83.25,100
45,83.25416666666666,83.5,100
45,83.50416666666666,83.75,100
45,83.75416666666666,84.0,100
43,84.00416666666666,84.25,100
43,84.25416666666666,84.5,100
43,84.50416666666666,84.75,100
43,84.75416666666666,85.0,100
43,85.00416666666666,85.25,100
43,85.25416666666666,85.5,100
43,85.50416666666666,85.75,100
43,85.75416666666666,86.0,100
50,86.00416666666666,86.25,100
50,86.25416666666666,86.5,100
50,86.50416666666666,86.75,100
50,86.75416666666666,87.0,100
50,87.00416666666666,87.25,100
50,87.25416666666666,87.5,100
50,87.50416666666666,87.75,100
50,87.75416666666666,88.0,100
50,88.00416666666666,88.25,100
53,88.25416666666666,88.58333333333333,100
54,88.75416666666666,89.08333333333333,100
55,89.25416666666666,89.5,100
57,89.50416666666666,89.75,100
57,89.75416666666666,90.0,100
45,90.00416666666666,90.25,100
45,90.25416666666666,90.5,100
45,90.50416666666666,90.75,100
45,90.75416666666666,91.0,100
45,91.00416666666666,91.25,100
45,91.25416666666666,91.5,100
45,91.50416666666666,91.75,100
45,91.75416666666666,92.0,100
45,92.00416666666666,92.25,100
45,92.25416666666666,92.5,100
45,92.50416666666666,92.75,100
45,92.75416666666666,93.0,100
50,93.00416666666666,93.25,100
48,93.25416666666666,93.5,100
45,93.50416666666666,93.75,100
45,93.75416666666666,94.0,100
45,94.00416666666666,94.25,100
45,94.25416666666666,94.5,100
45,94.50416666666666,94.75,100
45,94.75416666666666,95.0,100
45,95.00416666666666,95.25,100
45,95.25416666666666,95.5,100
45,95.50416666666666,95.75,100
45,95.75416666666666,96.0,100
45,96.00416666666666,96.25,100
45,96.25416666666666,96.5,100
45,96.50416666666666,96.75,100
45,96.75416666666666,97.0,100
50,97.00416666666666,97.25,100
48,97.25416666666666,97.5,100
45,97.50416666666666,97.75,100
45,97.75416666666666,98.0,100
45,98.00416666666666,98.25,100
45,98.25416666666666,98.5,100
45,98.50416666666666,98.75,100
45,98.75416666666666,99.0,100
45,99.00416666666666,99.25,100
45,99.25416666666666,99.5,100
45,99.50416666666666,99.75,100
45,99.75416666666666,100.0,100
45,100.00416666666666,100.25,100
45,100.25416666666666,100.5,100
45,100.50416666666666,100.75,100
45,100.75416666666666,101.0,100
45,101.00416666666666,101.25,100
45,101.25416666666666,101.5,100
45,101.50416666666666,101.75,100
45,101.75416666666666,102.0,100
45,102.00416666666666,102.25,100
45,102.25416666666666,102.5,100
45,102.50416666666666,102.75,100
45,102.75416666666666,103.0,100
45,103.00416666666666,103.25,100
45,103.25416666666666,103.5,100
45,103.50416666666666,103.75,100
45,103.75416666666666,104.0,100
45,104.00416666666666,104.25,100
45,104.25416666666666,104.5,100
45,104.50416666666666,104.75,100
45,104.75416666666666,105.0,100
45,105.00416666666666,105.25,100
45,105.25416666666666,105.5,100
45,105.50416666666666,105.75,100
45,105.75416666666666,106.0,100
45,106.00416666666666,106.25,100
45,106.25416666666666,106.5,100
45,106.50416666666666,106.75,100
45,106.75416666666666,107.0,100
45,107.00416666666666,107.25,100
45,107.25416666666666,107.5,100
45,107.50416666666666,107.75,100
45,107.75416666666666,108.0,100
45,108.00416666666666,108.25,100
45,108.25416666666666,108.5,100
45,108.50416666666666,108.75,100
45,108.75416666666666,109.0,100
45,109.00416666666666,109.25,100
45,109.25416666666666,109.5,100
45,109.50416666666666,109.75,100
45,109.75416666666666,110.0,100
45,110.00416666666666,110.25,100
45,110.25416666666666,110.5,100
45,110.50416666666666,110.75,100
45,110.75416666666666,111.0,100
45,111.00416666666666,111.25,100
45,111.25416666666666,111.5,100
45,111.50416666666666,111.75,100
45,111.75416666666666,112.0,100
