0.0
120.0
Note,Start,End,Volume
43,26.020833333333332,26.5,94
43,26.770833333333332,26.9375,91
50,27.020833333333332,28.0,87
43,28.020833333333332,28.5,94
43,28.770833333333332,28.9375,91
48,29.020833333333332,30.0,87
48,30.020833333333332,30.541666666666668,95
48,30.770833333333332,30.958333333333332,82
45,31.020833333333332,31.979166666666668,86
50,32.020833333333336,32.041666666666664,86
50,32.020833333333336,32.041666666666664,94
50,32.770833333333336,32.9375,91
43,33.020833333333336,34.0,87
43,34.020833333333336,34.5,94
43,34.770833333333336,34.9375,91
50,35.020833333333336,36.0,87
43,36.020833333333336,36.541666666666664,95
43,36.770833333333336,36.958333333333336,82
48,37.020833333333336,38.0,86
48,38.020833333333336,38.5,94
48,38.770833333333336,38.9375,91
45,39.020833333333336,40.0,87
50,40.020833333333336,40.541666666666664,95
50,40.770833333333336,40.958333333333336,82
43,41.020833333333336,42.0,86
43,42.020833333333336,42.5,94
43,42.770833333333336,42.9375,91
50,43.020833333333336,44.0,87
43,44.020833333333336,44.541666666666664,95
43,44.770833333333336,44.958333333333336,82
48,45.020833333333336,46.0,86
48,46.020833333333336,46.5,94
48,46.770833333333336,46.9375,91
48,47.020833333333336,47.025,87
45,47.020833333333336,48.0,87
50,48.020833333333336,48.541666666666664,95
50,48.770833333333336,48.916666666666664,82
43,49.020833333333336,49.083333333333336,86
43,49.270833333333336,49.583333333333336,94
43,49.645833333333336,49.65,86
43,49.770833333333336,50.0,86
48,50.020833333333336,50.5,94
48,50.770833333333336,50.9375,91
48,51.020833333333336,51.520833333333336,87
48,51.770833333333336,51.895833333333336,91
47,52.020833333333336,52.541666666666664,95
47,52.770833333333336,52.916666666666664,82
47,53.020833333333336,53.520833333333336,86
47,53.770833333333336,53.958333333333336,82
48,54.020833333333336,54.5,94
48,54.770833333333336,54.9375,91
48,55.020833333333336,55.520833333333336,87
48,55.770833333333336,55.895833333333336,91
47,56.020833333333336,56.541666666666664,95
47,56.770833333333336,56.916666666666664,82
47,57.020833333333336,57.520833333333336,86
47,57.770833333333336,57.958333333333336,82
48,58.020833333333336,58.5,94
48,58.770833333333336,58.9375,91
48,59.020833333333336,59.520833333333336,87
48,59.770833333333336,59.895833333333336,91
51,60.020833333333336,60.541666666666664,95
51,60.770833333333336,60.916666666666664,82
51,61.020833333333336,61.520833333333336,86
51,61.770833333333336,61.958333333333336,82
50,62.020833333333336,62.5,94
50,62.770833333333336,62.9375,91
50,63.020833333333336,63.520833333333336,87
50,63.770833333333336,63.895833333333336,91
50,64.02083333333333,64.54166666666667,95
50,64.77083333333333,64.95833333333333,82
50,65.02083333333333,66.0,86
43,66.02083333333333,66.5,94
43,66.77083333333333,66.9375,91
50,67.02083333333333,67.52083333333333,87
50,67.77083333333333,67.89583333333333,91
43,68.02083333333333,68.54166666666667,95
43,68.77083333333333,68.91666666666667,82
48,69.02083333333333,69.52083333333333,86
48,69.77083333333333,69.95833333333333,82
48,70.02083333333333,70.5,94
48,70.77083333333333,70.9375,91
45,71.02083333333333,71.52083333333333,87
45,71.77083333333333,71.89583333333333,91
50,72.02083333333333,72.54166666666667,95
50,72.77083333333333,72.91666666666667,82
43,73.02083333333333,73.52083333333333,86
43,73.77083333333333,73.95833333333333,82
43,74.02083333333333,74.5,94
43,74.77083333333333,74.9375,91
50,75.02083333333333,75.52083333333333,87
50,75.77083333333333,75.89583333333333,91
43,76.02083333333333,76.54166666666667,95
43,76.77083333333333,76.91666666666667,82
48,77.02083333333333,77.52083333333333,86
48,77.77083333333333,77.95833333333333,82
48,78.02083333333333,78.5,94
48,78.77083333333333,78.9375,91
45,79.02083333333333,79.52083333333333,87
45,79.77083333333333,79.89583333333333,91
50,80.02083333333333,80.54166666666667,95
50,80.77083333333333,80.95833333333333,61
43,81.02083333333333,82.0,65
43,82.02083333333333,82.5,94
43,82.77083333333333,82.9375,91
50,83.02083333333333,84.0,87
43,84.02083333333333,84.54166666666667,95
43,84.77083333333333,84.95833333333333,82
48,85.02083333333333,86.0,86
48,86.02083333333333,86.5,94
48,86.77083333333333,86.9375,91
45,87.02083333333333,88.0,87
50,88.02083333333333,88.54166666666667,95
50,88.77083333333333,88.95833333333333,82
43,89.02083333333333,90.0,86
43,90.02083333333333,90.5,94
43,90.77083333333333,90.9375,91
50,91.02083333333333,92.0,87
43,92.02083333333333,92.54166666666667,95
43,92.77083333333333,92.95833333333333,82
48,93.02083333333333,94.0,86
48,94.02083333333333,94.5,94
48,94.77083333333333,94.9375,91
45,95.02083333333333,96.0,87
50,96.02083333333333,96.54166666666667,95
50,96.77083333333333,96.95833333333333,82
43,97.02083333333333,98.0,86
48,98.02083333333333,98.5,94
48,98.77083333333333,98.9375,91
48,99.02083333333333,99.52083333333333,87
48,99.77083333333333,99.89583333333333,91
47,100.02083333333333,100.54166666666667,95
47,100.77083333333333,100.91666666666667,82
47,101.02083333333333,101.52083333333333,86
47,101.77083333333333,101.95833333333333,82
48,102.02083333333333,102.5,94
48,102.77083333333333,102.9375,91
48,103.02083333333333,103.52083333333333,87
48,103.77083333333333,103.89583333333333,91
47,104.02083333333333,104.54166666666667,95
47,104.77083333333333,104.91666666666667,82
47,105.02083333333333,105.52083333333333,86
47,105.77083333333333,105.95833333333333,82
48,106.02083333333333,106.5,94
48,106.77083333333333,106.9375,91
48,107.02083333333333,107.52083333333333,87
48,107.77083333333333,107.89583333333333,91
51,108.02083333333333,108.54166666666667,95
51,108.77083333333333,108.91666666666667,82
51,109.02083333333333,109.52083333333333,86
51,109.77083333333333,109.95833333333333,82
50,110.02083333333333,110.5,94
50,110.77083333333333,110.9375,91
50,111.02083333333333,111.52083333333333,87
50,111.77083333333333,111.89583333333333,91
50,112.02083333333333,112.54166666666667,95
50,112.77083333333333,112.95833333333333,61
50,113.02083333333333,114.0,65
43,114.02083333333333,114.5,94
43,114.77083333333333,114.9375,91
50,115.02083333333333,115.52083333333333,87
50,115.77083333333333,115.89583333333333,91
43,116.02083333333333,116.54166666666667,95
43,116.77083333333333,116.91666666666667,82
48,117.02083333333333,117.52083333333333,86
48,117.77083333333333,117.95833333333333,82
48,118.02083333333333,118.5,94
48,118.77083333333333,118.9375,91
45,119.02083333333333,119.52083333333333,87
45,119.77083333333333,119.89583333333333,91
50,120.02083333333333,120.54166666666667,95
50,120.77083333333333,120.91666666666667,82
43,121.02083333333333,121.52083333333333,86
43,121.77083333333333,121.95833333333333,82
43,122.02083333333333,122.5,94
43,122.77083333333333,122.9375,91
50,123.02083333333333,123.52083333333333,87
50,123.77083333333333,123.89583333333333,91
43,124.02083333333333,124.54166666666667,95
43,124.77083333333333,124.91666666666667,82
48,125.02083333333333,125.52083333333333,86
48,125.77083333333333,125.95833333333333,82
48,126.02083333333333,126.5,94
